/content/sample_data/WiderPerson/Images/005217.jpg,598,205,611,238,pedestrian
/content/sample_data/WiderPerson/Images/003600.jpg,396,307,410,321,partially-visible
/content/sample_data/WiderPerson/Images/007043.jpg,286,420,310,481,pedestrian
/content/sample_data/WiderPerson/Images/001587.jpg,451,232,461,257,pedestrian
/content/sample_data/WiderPerson/Images/015578.jpg,740,354,760,404,pedestrian
/content/sample_data/WiderPerson/Images/007880.jpg,199,205,217,251,pedestrian
/content/sample_data/WiderPerson/Images/006990.jpg,418,303,482,460,pedestrian
/content/sample_data/WiderPerson/Images/011095.jpg,1856,34,1879,64,crowd
/content/sample_data/WiderPerson/Images/007974.jpg,592,98,701,363,pedestrian
/content/sample_data/WiderPerson/Images/012436.jpg,1301,1048,1352,1105,partially-visible
/content/sample_data/WiderPerson/Images/003099.jpg,442,243,611,300,crowd
/content/sample_data/WiderPerson/Images/015848.jpg,573,959,616,1063,pedestrian
/content/sample_data/WiderPerson/Images/005235.jpg,235,257,362,568,pedestrian
/content/sample_data/WiderPerson/Images/012755.jpg,871,427,897,457,partially-visible
/content/sample_data/WiderPerson/Images/017858.jpg,544,334,586,437,pedestrian
/content/sample_data/WiderPerson/Images/008931.jpg,455,267,504,390,pedestrian
/content/sample_data/WiderPerson/Images/007836.jpg,1162,199,1199,256,partially-visible
/content/sample_data/WiderPerson/Images/004915.jpg,1609,272,1631,294,partially-visible
/content/sample_data/WiderPerson/Images/016516.jpg,411,436,500,655,pedestrian
/content/sample_data/WiderPerson/Images/006285.jpg,357,241,410,370,pedestrian
/content/sample_data/WiderPerson/Images/003789.jpg,325,315,433,582,pedestrian
/content/sample_data/WiderPerson/Images/001660.jpg,24,191,72,288,partially-visible
/content/sample_data/WiderPerson/Images/015152.jpg,321,298,338,342,partially-visible
/content/sample_data/WiderPerson/Images/010997.jpg,333,462,380,580,pedestrian
/content/sample_data/WiderPerson/Images/020303.jpg,297,336,364,500,pedestrian
/content/sample_data/WiderPerson/Images/010977.jpg,551,491,573,547,pedestrian
/content/sample_data/WiderPerson/Images/009920.jpg,470,337,976,404,crowd
/content/sample_data/WiderPerson/Images/007294.jpg,1346,804,1416,975,pedestrian
/content/sample_data/WiderPerson/Images/012083.jpg,394,289,444,414,pedestrian
/content/sample_data/WiderPerson/Images/011199.jpg,1873,1232,1903,1307,pedestrian
/content/sample_data/WiderPerson/Images/012562.jpg,541,439,568,489,partially-visible
/content/sample_data/WiderPerson/Images/006817.jpg,703,467,766,622,pedestrian
/content/sample_data/WiderPerson/Images/012607.jpg,754,175,766,186,partially-visible
/content/sample_data/WiderPerson/Images/019343.jpg,398,287,514,570,pedestrian
/content/sample_data/WiderPerson/Images/012463.jpg,953,29,976,66,partially-visible
/content/sample_data/WiderPerson/Images/020474.jpg,166,194,187,238,crowd
/content/sample_data/WiderPerson/Images/003290.jpg,0,484,23,546,pedestrian
/content/sample_data/WiderPerson/Images/009473.jpg,465,345,506,446,pedestrian
/content/sample_data/WiderPerson/Images/017501.jpg,571,337,581,351,crowd
/content/sample_data/WiderPerson/Images/008975.jpg,613,308,635,459,partially-visible
/content/sample_data/WiderPerson/Images/001522.jpg,354,174,394,273,pedestrian
/content/sample_data/WiderPerson/Images/005234.jpg,424,314,447,339,partially-visible
/content/sample_data/WiderPerson/Images/007445.jpg,558,199,576,244,pedestrian
/content/sample_data/WiderPerson/Images/011959.jpg,501,228,820,302,crowd
/content/sample_data/WiderPerson/Images/000567.jpg,840,82,924,290,pedestrian
/content/sample_data/WiderPerson/Images/000501.jpg,508,766,537,836,pedestrian
/content/sample_data/WiderPerson/Images/005331.jpg,532,456,544,486,pedestrian
/content/sample_data/WiderPerson/Images/012728.jpg,823,633,1025,666,crowd
/content/sample_data/WiderPerson/Images/001110.jpg,462,490,480,536,pedestrian
/content/sample_data/WiderPerson/Images/004508.jpg,261,321,394,648,pedestrian
/content/sample_data/WiderPerson/Images/001329.jpg,610,100,712,352,pedestrian
/content/sample_data/WiderPerson/Images/010019.jpg,229,286,389,677,pedestrian
/content/sample_data/WiderPerson/Images/015236.jpg,316,139,394,215,partially-visible
/content/sample_data/WiderPerson/Images/007893.jpg,1975,918,2136,1086,partially-visible
/content/sample_data/WiderPerson/Images/011294.jpg,412,138,452,237,pedestrian
/content/sample_data/WiderPerson/Images/004957.jpg,95,291,167,469,pedestrian
/content/sample_data/WiderPerson/Images/006043.jpg,327,237,359,288,partially-visible
/content/sample_data/WiderPerson/Images/012707.jpg,511,375,565,506,pedestrian
/content/sample_data/WiderPerson/Images/001478.jpg,1029,404,1100,650,pedestrian
/content/sample_data/WiderPerson/Images/019649.jpg,300,568,327,633,partially-visible
/content/sample_data/WiderPerson/Images/008902.jpg,521,414,529,435,pedestrian
/content/sample_data/WiderPerson/Images/004005.jpg,90,355,154,511,pedestrian
/content/sample_data/WiderPerson/Images/013053.jpg,287,210,435,571,pedestrian
/content/sample_data/WiderPerson/Images/010425.jpg,260,596,306,712,pedestrian
/content/sample_data/WiderPerson/Images/013172.jpg,457,382,506,505,pedestrian
/content/sample_data/WiderPerson/Images/015474.jpg,174,129,193,176,pedestrian
/content/sample_data/WiderPerson/Images/016317.jpg,531,459,707,889,pedestrian
/content/sample_data/WiderPerson/Images/019334.jpg,341,822,371,896,pedestrian
/content/sample_data/WiderPerson/Images/015420.jpg,719,226,783,385,pedestrian
/content/sample_data/WiderPerson/Images/018005.jpg,62,350,134,548,partially-visible
/content/sample_data/WiderPerson/Images/013405.jpg,244,272,287,376,pedestrian
